job_title,job_link,company,company_rating,company_reviews,job_desc,apply_link
Data Engineer,https://id.indeed.com/viewjob?jk=4f083562980942b6&from=serp&vjs=3,,,,"Construct and maintain efficient data pipelines + warehouses for data collection  Develop necessary scripts/mini-apps to run data analysis  Provide recommendations to improve data quality  Ensure and support the data architecture utilized by data scientists and analysts  Development of data processes for data modeling, mining, and data production  Giving suggestion for any data architecture for every element in organization  Requirements  Experienced in Big Data and Orchestration software such as Airflow is a big plus.  Experienced in Cloud Service environment, especially GCP + BigQuery. Skill in other Cloud Services is a big plus  Experienced in working with RDBMS & Non-RDBMS datastores  In conjunction with the requirement above, excellent skills in writing efficient querying language especially SQL  Experienced in utilizing popular Visualization Tools such as Tableau / Holistics / Metabase etc  Skilled in Python programming  Understand how to analyze & utilize data in order to provide value/insights for company decision making  Great understanding about investment and business in general is a big plus  Good Teamwork & Communication skills  Benefits  Supportive teammates  Health insurance benefits  Self development activities that support careers  Flexible working hours  Remote working during pandemic  Broaden your knowledge in financial investment",
Lead Solutions Engineer,https://id.indeed.com/viewjob?jk=1b1be31fe561644e&from=serp&vjs=3,,,,"TIBCO Software empowers executives, developers, data scientists, and business users with Connected Intelligence Cloud platform which accelerates the digital capabilities of enterprises to Interconnect Everything from enterprise connectivity, APIs, multi-cloud architectures, IoT, and Augment Intelligence which accelerates the operationalization of Systems of Insight with AI, Machine Learning, and real-time analytics. Over the past 20 years, thousands of businesses across the globe have relied on TIBCO technology to integrate their applications and ecosystems, analyze their data, and create real-time solutions. Learn how TIBCO turns data—big or small—into differentiation at www.tibco.com.  As a Solutions Engineer, you will partner closely with the Sales Team to identify and apply TIBCO’s solutions to meet the needs of potential clients. As part of the APJ Presales Team, you will be involved in making technical presentations, implementing customer installation requirements and providing follow-up technical support to respective internal and external stakeholders.  In this role, you will have the opportunity to learn about TIBCO’s sales process and selling fundamentals. Prior experience in TIBCO products and solutions are good to have, but not a deal breaker!  To succeed well in this role, we are looking for someone who has the aptitude and social skills to advance business opportunities, partner closely with the sales team, and manage customer relationships.   What You'll Do  Minimum of 2 years in a presales environment (includes hands-on building of proof-of-concepts, conducting deep-dive design & architecture workshops, doing hands-on demos at meet-ups)  Expected to develop the necessary technical skills to be able to:  Articulate TIBCO’s value proposition and solutions across our Connected Intelligence Framework  Perform thorough analysis of customer requirements  Contribute in technical POC and RFI/RFP  Speak at Industry Events, Meetups, and Workshops  The incumbent will focus on data integration , and any additional technical skills in Data Management or Analytics is a good-to-have.  Data Integration: Application integration, microservices architecture, DevOps, messaging, web services, APIs, open source stack  Data Management: Master Data Management (MDM), Metadata Management, Data Virtualization  Data Analytics: Hadoop Distributions, Machine Learning & Predictive modelling (in R, Spark MLLib, Python), Deployment of Advanced Analytics methods, Visualizations.  Who You Are  Education   BA/BS in Computer Science, Software Engineering or equivalent  How you’ll be rewarded:   YOU - Health and Wellbeing : Employee Assistance Programme and an employer-funded Private Medical Insurance plan. You can also benefit from dental insurance, health assessments, and a truly holistic approach to flexible working options.  FINANCES - Financial Future : We understand your financial future is key. That’s why you’ll have access to an exceptionally competitive pension scheme, a bonus incentive plan, automatic enrolment in an income protection plan, as well as a death and disability insurances to provide you with that financial peace-of-mind.  CAREER – Learn and Advance : Develop your skills with best-in-class on-line and in-person learning and development tools. Take advantage of TIBCO’s Career Mapping to enhance and develop your skills to take your career in the direction you choose. Participate in our ‘Elevate Live’ weekly enablement sessions, and for our Sales professionals - attend our Elevate Academy.  COMMUNITY – Collaboration and Inclusion : Team up with our Culture Captains and help us continue to build #TIBCOSpirit. Daily we all strive to create a truly diverse, inclusive and collaborative community where we seek out inspiration, innovation and genuine WOW moments. From inspiring key-note speakers, to mental health awareness, to culture recognition days, we offer you a truly diverse environment where your voice matters.  CUSTOMERS - Make a difference : Take a look at our many customer success stories: https://www.tibco.com/customers",https://id.indeed.com/rc/clk?jk=1b1be31fe561644e&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKnp84WlBE5-0jr68ZisgU-9kN0wkll9wDHc3mnStM4Hmg&astse=f9dc742d1ef4a719&assa=8287&vjfrom=serp
Data Engineer (Lead),https://id.indeed.com/viewjob?jk=673492afc47d4138&from=serp&vjs=3,Michael Page,3.5,339,"Work in a fast-growing startup  Be one of the key pioneer of a lean team  About Our Client  One of the most popular Muslim community/social media apps, who is expanding in the Southeast Asian market. Backed by one of the largest Indonesia public company and Singapore-based private equity firm.   Job Description  Design and develop of new Datawarehouse systems and pipeline including setting up process for data flows automation from various sources  Build and maintain ETL pipeline, and executing advanced SQL queries for data requests  Work collaboratively with data scientist and engineering team for development and new features release  Enormous sense of ownership in handling data engineering capabilities within the growing data team that drives business decisions and product development  The Successful Applicant  Skilled in Python, Java and/or Golang  Solid experience in database designing, preferably in MySQL  Experienced with a diverse set of data technologies. Strong in SQL and ETL skills is a mus  Experienced in setting up and managing cloud services in at least one of the major cloud solutions providers, preferably in AWS  Excellent written and verbal communication, able to switch between technical and plain language when discussing work  Analytical, innovative and entrepreneurial thinker  What's on Offer  Work in a fast-growing startup  Be one of the key pioneer of a lean team  Competitive package and flexible leave policy  Contact  Josephine Wiliputri  Quote job ref  4180011  Phone number  +62 21 2958 8871",https://id.indeed.com/rc/clk?jk=673492afc47d4138&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKl2aVtMqRp61oh625cLT19OkN0wkll9wDHc3mnStM4Hmg&astse=60608f5d6b0caa1e&assa=7842&vjfrom=serp
Data Science Manager,https://id.indeed.com/viewjob?jk=8ee9e5e3486e0c7b&from=serp&vjs=3,Reeracoen Indonesia,4.2,6,"40,000,000 IDR ~ 45,000,000 IDR  Jakarta  Education :Master’s degree in Statistics, Mathematics, Applied Math, Engineering, Computer Science, or similar advanced degree is preferred  Language :English (Business Level)  2+ years of work experience as a manager  5+ years of experience of applied Quantitative Analysis, Statistical Analysis or Modelling  5+ years of experience in Python or R, and proficiency in Numpy, Pandas, Scikit-learn or equivalent in R, AutoML frameworks  Deep understanding of Linear Algebra, (Multivariate) Calculus, Applied Mathematics and Statistics, Algorithms and complex optimization  About work 仕事内容について  Plan, develop and deploy machine learning models and advanced analytics solutions to solve business problems Define problems and hypotheses, develop recommendations and decision support tools to increase business value. Continuously improve the predictive value of our models, monitor model performance in production systems closely. Coordinate and lead junior data scientists and engineers in their work. Develop a culture of highly reproduceable work, attention to detail, quality of work and getting solutions to production quickly  Salary 40,000,000 IDR ~ 45,000,000 IDR   Work Location Jakarta   Requirement Education :Master’s degree in Statistics, Mathematics, Applied Math, Engineering, Computer Science, or similar advanced degree is preferred  Language :English (Business Level)  2+ years of work experience as a manager  5+ years of experience of applied Quantitative Analysis, Statistical Analysis or Modelling  5+ years of experience in Python or R, and proficiency in Numpy, Pandas, Scikit-learn or equivalent in R, AutoML frameworks  Deep understanding of Linear Algebra, (Multivariate) Calculus, Applied Mathematics and Statistics, Algorithms and complex optimization   English Level Business Level   Other Language None   Benefit THR(Lebaran Allowance): One month salary Bonus or Commission: Twice/year (once in 6 months) BPJS: Ketenagakerjaan, Kesehatan (100% covered) Transportation: (Parking Allowance) Private Medical Insurance Tax paid by company Laptop Provided Currently still fully Working From Home",https://id.indeed.com/rc/clk?jk=8ee9e5e3486e0c7b&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKniJgOfByXGSbftX0yll8AnkN0wkll9wDHc3mnStM4Hmg&astse=6fcb19ec7cbc0a3b&assa=9291&vjfrom=serp
Senior Advertising & Promotion Business Strategist,https://id.indeed.com/viewjob?jk=f2ee86e916b7f7a0&from=serp&vjs=3,GO-JEK,3.9,181,"About the Role As our Senior Advertising & Promotion Business Strategist, you will collaborate with different business units and external parties to launch viable ads & promo products that can provide higher levels of ROI to our merchants/advertisers, while optimizing our users in-app experience. We are looking a brilliant candidate that can set the long-term vision and strategy considering business and product goals; Communicate this strategy to all of the high level executives; and ensuring the products built fit the market needs. In this role. You'll have ample opportunity to grow your skillset in terms of strategy formulation, stakeholder management, and product building and launching.    What You Will Do Explore ads and promo product opportunity based on calculated potential impact of publishers' inventory to monetize (publishers can be internal Gojek business unit such as GoFood, GoRide, GoPay, etc; as well as external party) as well as combining the value proposition for ads and promo for cross selling Identify market needs or gaps through customer or merchant research, competitive analysis and use these insights to shape the product development/optimization Provide recommendations to publishers on which product should be prioritized based on business impact and tech feasibility Incubate the proposed product via experiments and pilots to validate business needs (with zero to low product development effort) Establish product pricing, core positioning, and GTM Analyze the products’ issues to determine the root cause and establish actionable solutions Evaluate products’ performance based on data and feedbacks from stakeholders Work closely with the Data, Research, and Product teams to deliver solutions that are both short term (technical operational support, insights, reports) and long term (GTM, business development, strategic recommendations)  What You Will Need A Bachelor’s or Master’s degree in any field At least 5 years of experience building a product strategy and influence to other stakeholders on the implementation of the product without being their direct supervisor (we need your awe-inspiring logic and data skill here!) Strong communication skills to articulate why and how to your stakeholders, and to be as transparent and clear about the Ads business and product roadmap with your team Thrive in fast-paced and dynamic business environments, have a strong work ethic, detail-oriented, and have an ability to handle multiple projects while meeting tight deadlines Excellent people management skills & organizational agility; ability to say no (and back your reasoning with evidence) to any requests undermining AdTech strategic objectives - we get tons of requests but have limited resources A keen interest in data, with the ability to use it to frame business decisions effectively and to always utilize evidence-based decision-making to your community strategy - we need your awesome logic and data skill here! A self-motivated work ethic to take initiative, work independently, and to be eager to find solutions; ability to laugh at yourself when we make mistakes (and learn from them, of course!) About the Team Our Ads and Promo Platform team consists of 50+ GoTroops working together as product managers, software engineers, data scientists, researchers, product designers, and business managers. The team is spread across Bangalore, Gurgaon, Singapore and Jakarta. Our primary goal is to serve users in the Gojek ecosystem with the most meaningful and delightful ads and promos. To do so, our platform offers a wide range of products to support demand and supply stakeholders. This product portfolio includes Advertiser Tools that let merchant-partners and brands plan, buy, and monitor campaigns, Publisher Tools that enable businesses like GoFood, Transport, and GoPlay to unlock inventory, and Core Platform and Data Tools that power ad serving, targeting and personalization. It is an affordable solution for advertisers of all sizes. We work closely with brands, agencies, merchant-partners and internal stakeholders across all of Gojek’s 20+ businesses. We are also the members of IAB Tech LAB and actively contribute to the shaping of the future of the ad-tech industry in the region. Our supply also extends beyond our SuperApp, and includes digital out-of-home assets as well as mobile apps and websites within our wider affiliate ecosystem. In the last year, the team has shipped an impressive lineup of products, including the patented GoScreen - the only global transit digital out-of-home product to programmatically serve ads with IAB certified OMSDK’s legitimization. Other products include self-serve advertiser tools for campaign setup and performance management, and an ad server and ML model for relevance and personalization. In the coming year, the team is geared to build the end-to-end DSP and SSP platform along with a Data Management Platform for a complete end-to-end offering for advertisers and publishers in our ecosystem, making it one of the largest ad-tech players in the SEA region. Our team operates like a startup within a startup. We believe in standing up for what we believe in, regardless of how difficult the situation is, and shoot for greatness, always. We are a high-performing, close knit team who are committed not only to the team and Gojek’s growth, but are also invested in each other's personal growth and well-being. We are a diverse bunch of folks - entrepreneurs, party planners, rock climbers, plant enthusiasts and tech-preneurs, to name a few. During the WFH period, we enjoy our weekly non-work catch ups that usually are all about games, new hobbies, Netflix to-watch lists, and lively discussions on politics, religion, books and technology. About Us Gojek is a Super App. It’s one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and dozen other products. It is Indonesia’s first and only decacorn. It's also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.' Our Mission: To create and scale positive socio-economic impact for our customers, driver-partners, business and MSMEs. As of 2018, Gojek processed more than $9 billion annualised gross transaction value across all markets where it operates - in Singapore, Thailand, Vietnam and Indonesia. We have the largest food delivery product in Asia, (outside of China), and the largest payments wallet in Southeast Asia. Our investors include Google, Facebook, PayPal, Sequoia Capital, Tencent Holdings among others. Gojek is committed to building a diverse and inclusive workplace and is an equal opportunity employer. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.",https://id.indeed.com/rc/clk?jk=f2ee86e916b7f7a0&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKkXYG5YN5Id20f6dA8HN7ajkN0wkll9wDHc3mnStM4Hmg&astse=cde48736a9931163&assa=9963&vjfrom=serp
Senior DevOps Engineer,https://id.indeed.com/viewjob?jk=cca2f42f4a48d278&from=serp&vjs=3,GO-JEK,3.9,181,"About the Role As our Senior DevOps Engineer, you’ll be an integral member of the Merchant Platform Infrastructure team based in Jakarta. In this role, you’ll take the wheel in developing and maintaining mission-critical cloud infrastructure with a genuine drive to automate our operational process. Working closely with our engineering teams, you’ll ensure service health by managing and monitoring server activities and processes to support high-scale merchant applications. As a leader in the team, you’ll also help scale the team by mentoring junior DevOps engineers under your watch. Your efforts in this role will directly impact the stability of our Merchant Platform applications, which in turn support our merchant partners in their every day business operations. What You Will Do Be responsible over the readiness and stability of our systems Create and maintain cloud-based infrastructure Support and troubleshoot product and infrastructure issues in production environments Coach and guide more junior DevOps engineers on your team Develop and provide documentation on procedures Implement Infrastructure as a Code using Terraform Help automate operations and processes Provide on-call support and monitor the production environment on a rotational basis (the team provides support 24/7)  What You Will Need A Bachelor’s degree in Computer Science or similar At least 5 years of experience using Kubernetes, Chef, or any scripting language Experience using CI/CD concepts Experience with cloud-based services and infrastructure (AWS or GCP) Experience in Ruby, Golang, Grafana and Graylog is a plus Ability to work odd hours in order to maintain our system’s health 24/7 Strong communication skills in order to collaborate effectively with engineers and other cross-functional stakeholders with varying technical backgrounds and priorities  About the Team Our Merchant Platform Infrastructure team, part of the Merchant Platform stream, is a family of 7 Data Scientists spread out across Indonesia, India, and the United States. The gist of our role is to maintain a cloud-based environment for the Merchant Platform Engineering team to deploy services and applications for our merchant partners. Some of these services and applications include ArgoCD for Continuous Delivery and applications that manage the cloud infrastructure. With this cloud-based environment, we can provide a stable and highly scalable platform to support the business operations and overall growth of our merchant partners. With over a million merchant partners across Indonesia conducting business around the clock, our team also provides an interruption-free environment by implementing monitoring tools to ensure the health of the systems. We also work on automation projects to support our engineering team in deploying their applications and services with greater ease. In the coming year, we plan to improve our monitoring and alert infrastructure in order to respond to system issues with greater efficiency. As a team, we’re concerned not only with the growth of the company, but each other’s personal and professional growths, too. Along with a common drive to jump over technical barriers and provide sustainable solutions, our team bonds over our shared love for tea, movies, and TV shows. Since we work odd hours, one of our favorite ways to keep each other alert is by debating our favorite Marvel characters (are you team Iron Man or Captain America?). But not to worry, we welcome Batman fans, as well! About Us Gojek is a Super App. It’s one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and dozen other products. It is Indonesia’s first and only decacorn. It's also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.' Our Mission: To create and scale positive socio-economic impact for our customers, driver-partners, business and MSMEs. As of 2018, Gojek processed more than $9 billion annualised gross transaction value across all markets where it operates - in Singapore, Thailand, Vietnam and Indonesia. We have the largest food delivery product in Asia, (outside of China), and the largest payments wallet in Southeast Asia. Our investors include Google, Facebook, PayPal, Sequoia Capital, Tencent Holdings among others. Gojek is committed to building a diverse and inclusive workplace and is an equal opportunity employer. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.",https://id.indeed.com/rc/clk?jk=cca2f42f4a48d278&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKkTyMKBUHyf1e4J7j7UxSptkN0wkll9wDHc3mnStM4Hmg&astse=90a9971daf53652e&assa=1150&vjfrom=serp
Senior Lead Construction Engineer - Water Systems,https://id.indeed.com/viewjob?jk=e428e62bc98c716b&from=serp&vjs=3,Worley,3.9,2029,"Company : Worley Primary Location : IDN-Balikpapan Job : Engineering (and Sciences) Schedule : Full-time Employment Type : Employee Job Level : Manager Job Posting : Jul 29, 2021 Unposting Date : Aug 28, 2021 Reporting Manager Title : Manager : 48,000 people. 49 countries. Over 120 office locations. We’re not just engineers. We’re a global team of data scientists, consultants, construction workers and innovators all working to create a better tomorrow. Every day, we help customers in energy, chemicals and resources get one step closer to solving our planet’s toughest issues. Climate change. The energy transition. Digital transformation. And how we can deliver a more sustainable world.  Whatever your ambition, there’s a path for you here. And there’s no barrier to your potential career success. For more information, visit Worley.com.  The Role  (Senior Lead Construction Engineer – Water Systems) Responsibilities will include: Performing a PMC Lead Construction Engineer role on Site, reporting to the OSBL Construction Manager. Executing technical and construction coordination and monitoring of contractor. Responsible for safe, on schedule multi-discipline delivery of Water Systems, which are critical requirements for refinery processes. Monitoring and reporting of all field engineering, construction and commissioning progress against schedule. Provide technical support, supervision and advice to the project teams Review vendor drawings. Quality Assurance – Responsible for working within the provisions and guidelines of the Quality Assurance system Safety – Responsible for personal safety safe working practices. Understand and follow OH&S procedures. About You To be considered for this role, you have to have worked for a Major International O&G upstream or downstream companies within the last 10 years. Holds a Bachelor of Science degree in Mechanical or Civil Engineering with experience in civil, piping and mechanical disciplines. Has minimum 10 (ten) years’ supervisory experience oil & gas, petrochemical or power station project (i.e. refinery, petrochemical, gas processing, or LNG). Has at least 4 years of experience as a Field Installation Superintendent/Construction Lead on major projects. Has experience with civil, mechanical & piping field installation and testing with specific emphasis on Water Systems, including Seawater Intake, Cooling Water, Demineralization, Fire Water, SWRO/BWRO, Wastewater Treatment Plants (WWTP) and Jetties. Has proven ability in the management of civil, mechanical and/or piping field installation, including an advanced knowledge of quality requirements, work processes, reporting, coating, logistics, preservation, scheduling, man-hour control and expediting for gas processing plants, refineries, petrochemical plants, LNG plants or utility facilities. Has proven ability in coordination and decision-making in order to properly liaison with ISBL and OSBL Construction Managers to facilitate delivery of specific areas of the construction site to meet the project schedule critical path targets. Has an excellent knowledge of current internationally recognized Codes and Standards Has experience in HSSE (Health, Safety, Security and Environment) Management System. Working knowledge in the use of computer programs, and able to compile and create reports and presentations to inform management of Area construction performance risk and successes for his assigned area. Has experience in schedule Analysis and understanding of the sequencing of work in the key construction disciplines Had maintained effective relationship with COMPANY and CONTRACTOR and good coordination work to completed piping installation activities in accordance with schedule requirements. Has a good medical record Fluent in Communication and writing in English Benefits to you Join a fun and inclusive, global team of professionals Opportunities to progress beyond this role Competitive remuneration & benefits package Work/life balance - Flexible working options  What we offer you Providing an agile culture and challenging work opportunities results in a positive work environment. Our people enjoy competitive compensation packages and a fun, personal, collaborative and safe working environment. We value equal employment opportunity and are committed to promoting fairness, equality and diversity.  Our policy is to conduct background checks for all candidates who accept an offer of employment with us.   If you have the passion and talent to keep up, it's time to test the limits of what you can become. Find your future with Worley. Kindly apply online or send your resume to : careers.bsc@worley.com",https://id.indeed.com/rc/clk?jk=e428e62bc98c716b&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKmj9BosBuoGEnawnpBROsjBkN0wkll9wDHc3mnStM4Hmg&astse=447eb63a7e923a20&assa=1811&vjfrom=serp
Data Science Manager,https://id.indeed.com/viewjob?jk=d6d38d5dccaf0c87&from=serp&vjs=3,,,,"Data Science Manager, Fintech (P2P) Indonesia Executive recruitment company, Monroe Consulting Group, Indonesia, is recruiting on behalf of a Financial Technology (P2P) company in Indonesia. The job is based in Jakarta, Indonesia. The Data Scientist manager will be responsible to work on credit modeling, digital underwriting, and machine learning development Key responsibilities include: Develop & design machine learning development and automation data framework Develop & design a structured data framework that is scalable as the basis for reporting/monitoring & to provide insight into digital underwriting Work together as part of the risk management team with all directorates to develop data-minded culture by setting up a basis for tracking, monitoring, insight, and good communication channel to help the team scaling the business Develop data scientist team capabilities to be able to provide independent insights of business performance to the whole team Responsible for modeling, covering development, monitoring & revision of the model to ensure good model performance Job Requirements : Minimum of 4 years experience with Bachelor's degree in Statistics/Mathematics/Engineering. Previous working experience in the Financial Services or Financial Technology Industry. Solid understanding in machine learning and predictive modeling. Familiar with Python, R, and other programming language and algorithm. Good capability in communicating in English, both Verbally and Written.",https://id.indeed.com/rc/clk?jk=d6d38d5dccaf0c87&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKl3l8UReb1ZXkQokPECQWTNkN0wkll9wDHc3mnStM4Hmg&astse=84e1b06fe835e4e5&assa=3248&vjfrom=serp
AI Research Engineer,https://id.indeed.com/viewjob?jk=dc5a3e496c184217&from=serp&vjs=3,PT Bukalapak.com,4.3,17,"Are you excited about developing AI solutions that solve complex business problems? Do you enjoy dealing with tens of millions of products and customer data, and keep improving the customer experience through AI solutions? Are you passionate about empowering Micro, Small & Medium Enterprises (MSME), and generate economic growth in Indonesia? If your answer is yes, then this job is for you! You will be an essential part of a dedicated AI team of skilled and fun professionals in developing high-performance and reliable AI / machine learning (ML) applications. You will work collaboratively with other AI Research Engineers and closely with AI Software Engineers who manage the AI production pipeline. Your contributions will impact the shopping experience of tens of millions of customers, and revolutionize the eCommerce and Local Commerce landscapes in Indonesia.  Additionally, our 500+ person product and engineering teams will be the perfect place for you to collaborate and learn the ropes together in building the ultimate marketplace experience for millions of Indonesian online shoppers and sellers. What you tell your friends do “I’m an AI Research Engineer at Bukalapak. I work together with my teammates in building, deploying, and monitoring awesome AI applications that solve real world problems and bring positive impact and happiness to millions of users.” What you will really do  Work within a cross-functional product team, collaborating with engineers from all trades (front end, back-end, systems and more), data scientists, and product owners in developing and delivering high quality AI ideas to production.  Develop real-world AI solutions that are scalable to millions of users.  Iteratively test your applications and models on real world users.  Learn about AI R&D best practices in production.   Requirements  Master or PhD in computer science, mathematics, statistics, engineering or related fields, preferably with AI, machine learning, or data science specialization.  2+ years of professional experience in developing large scale production AI systems. Past experience in e-commerce platforms is a plus.  Excellent math aptitude and analytical skills.  Comprehensive knowledge in AI/ML and its related fields such as Computer Vision or Natural Language Processing.  Ability to utilize knowledge and insights from research or technical papers based on the needs.  Excellent programming in Python and familiarity in AI/ML tools such as but not limited to, scikit-learn, tensorflow, pytorch, etc. Familiarity with other programming languages and data engineering frameworks such as Go, Scala, Spark, etc will be valuable additions.  Comfortable with data processing and preparation from real cases: cleaning unstructured, noisy data up to trainable stage and having substantial feature extraction knowledge.  Effective communication and collaboration with peers and business stakeholders.  Actively help juniors and peers by providing mentorship, code review, etc.  Have a growth mindset: eager to always strive for mastery.",
"Product Manager, Risk and Compliance Platform",https://id.indeed.com/viewjob?jk=acd5a1a26b1916f7&from=serp&vjs=3,GO-JEK,3.9,181,"Location  Jakarta  Work Type  Permanent  Application Posted  February 1, 2021  About the Role As our Product Manager for the Risk and Compliance Platform, you'll take the wheel in leading the Risk stream that oversees our Driver Platform. You'll also collaborate extensively with Data Scientists, Data Analysts, Product Managers, and Engineers on the Risk and Platform team to detect and prevent fraudulent and/or abusive behaviors to ensure a trusted and fair platform for our driver-partners. Ranging from building location spoofing detection to biometric authentication using Facial Recognition, you'll get to design and scale world-class risk and compliance products from scratch, and see the effects of your efforts in people's every day lives.   What You Will Do  Define and drive the strategy, roadmap, and OKRs for the Risk and Compliance Platform team across the company that supports Gojek’s philosophy of iterative product mindset, while prioritizing the improvement of customer, driver partner, and merchant partner trust, and minimizing loss due to fraud Define product metrics that measure the product success and progress of key stakeholders Drive strategic communications for the Risk product vision and roadmap, and relay progress to key stakeholders across the company Translate the needs of business and product teams into technical requirements and user stories that engineering and design teams rely on to build products Identify any critical gaps, and collaborate with relevant product teams to fill these gaps in and prevent future ones from forming Build strategic partnerships with third-party companies, and understand when to build and when to buy Be the product evangelist for the Anti-Fraud products across the company and drive product adoption Influence Risk Data and Machine Learning Platform roadmap that delivers real-time pattern and probabilistic decision systems  What You Will Need  At least 4 years of working experience, with at least 2 years of Product Management experience Freethinking and proactive attitude; able to take ownership, ask for help, and learn continuously Strong problem-solving skills and a data-oriented mindset; able to rely on data to understand various happenings and define & measure success on every project An entrepreneurial attitude; comfortable working in a complex and fast-paced environment A customer-oriented mindset Able to assuredly and clearly communicate your thoughts Experience as a software engineer/developer and working with distributed teams is a huge plus Experience in any of these industries is highly desired: fraud prevention in the ride-hailing industry, payments, e-commerce, financial services industry  About the Team Our Risk and Compliance platform team is a talented family of engineers, analysts, product managers and data scientists stationed across Jakarta, Singapore, Vietnam and Thailand. The safety of Gojek’s platform is our top priority; our efforts impact the user experience and financials, among many other things. We play a critical role in ensuring the most credible and reliable tech platform for our users, driver partners, and merchant partners in our ecosystem. Partnering closely with the Risk Organization, subject matter experts, product managers, and engineers, we work to deliver bold solutions to reduce fraud and abuse on the platform. We also enable the Product teams to save money & ensure enhanced user experiences through our microservices, automation(s), and analytical services.  We’re a high-performing, tight-knit team who are committed to the safety and growth of the company, as well as each other’s personal growths and wellbeing. Pre-Covid, factions of our team would enjoy catching up over a round of drinks after work. However, with WFH becoming more normalized, we've been sharing our favorite ways to prioritize a healthy work-life balance at home. This includes ample “fun” Zoom calls where we discuss our latest tech-related findings we find interesting.",https://id.indeed.com/rc/clk?jk=acd5a1a26b1916f7&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKnj7p_Vwv4J7aRWIjm9S8GxkN0wkll9wDHc3mnStM4Hmg&astse=e5cb7e796eef16f0&assa=4567&vjfrom=serp
